Obec,Unnamed: 1,Druh dokumentace,Název dokumentace,Číslo dokumentace,Zahájení prací - schválení / rozhodnutí o pořízení 101,Zadání - zahájení projednání 103,Zadání - ukončení projednání 104,Zadání - schválení 105,Koncept řešení - odevzdání 106,Koncept řešení - zahájení projednání 107,Koncept řešení - ukončení projednání 108,Návrh - odevzdání 112,Návrh - zahájení projednání 113,Návrh - ukončení projednání 114,Návrh – stanovisko krajského úřadu / nadřízeného orgánu územního plánování 115,Návrh – vydání / schválení 116,Návrh - nabytí účinnosti 117
Vrátno,,Územní plán,Územní plán Vrátno,60734194,18.01.2008,11.08.2009,,12.05.2010,,,,,01.09.2011,,,,29.04.2014
Kostelec nad Černými lesy,,Územní plán,Územní plán Kostelec nad Černými Lesy,34429568,26.04.2007,21.03.2011,,30.11.2011,,,,,,,,,03.02.2017
,Kostelec nad Černými lesy,Územní plán,Změna č. 1 ÚP Kostelec nad Černými lesy,3442956801,24.07.2020,,,,,,,,,,,,28.10.2020
,Kostelec nad Černými lesy,Územní plán,Změna č. 3 ÚP Kostelec nad Černými lesy,973891953119,27.07.2021,,,,,,,,,,,,24.11.2023
,Kostelec nad Černými lesy,Územní plán,Změna č. 2 ÚP Kostelec nad Černými lesy,973891954485,30.10.2023,,,,,,,,,,,,06.12.2024
Otovice,,Územní plán,Územní plán Otovice,17243594,29.04.2009,26.04.2010,25.05.2010,22.09.2010,,,,30.11.2011,28.11.2011,22.05.2012,08.02.2012,18.07.2012,03.08.2012
,Otovice,Územní plán,Změna č. 1 ÚP Otovice,1724359401,06.08.2014,,,,,,,31.10.2014,12.11.2014,,16.03.2015,10.09.2015,23.12.2015
,Otovice,Územní plán,Změna č. 2b ÚP Otovice,1724359403,27.04.2016,09.08.2016,,27.09.2016,,,,30.06.2017,22.08.2017,,04.12.2020,27.01.2021,27.02.2021
,Otovice,Územní plán,Změna č. 3 ÚP Otovice,1724359402,23.06.2021,,,,,,,,28.01.2022,,25.05.2022,28.06.2022,14.07.2022
Úboč,,Územní plán,Územní plán Úboč ,93716065,23.04.2008,02.07.2009,09.08.2009,23.09.2009,,,,15.01.2010,28.04.2010,06.05.2014,29.06.2010,11.06.2014,10.07.2014
Kačice,,Územní plán,Územní plán Kačice,83327882,06.06.2007,27.01.2010,,07.04.2010,,,,,29.03.2011,,08.02.2012,07.11.2012,23.11.2012
,Kačice,Územní plán,Změna č. 1,8332788201,,,,14.12.2016,,,,,,,,,13.07.2018
,Kačice,Územní plán,Změna č. 2 ÚP Kačice,8332788202,27.06.2018,,,,,,,,,,,,22.02.2019
,Kačice,Územní plán,Změna č. 3 ÚP Kačice,973891951806,,,,30.05.2023,,,,,,,,,03.12.2024
Veselá,,Územní plán,Územní plán Veselá,65782892,22.03.2010,03.05.2010,,19.07.2010,,,,30.06.2011,01.07.2011,13.02.2012,22.09.2011,09.05.2012,05.06.2012
,Veselá,Územní plán,Změna č. 1 ÚP Veselá,6578289201,,,,12.02.2018,,,,,,,,,
Ostrata,,Územní plán,Územní plán Ostrata,2888126,02.03.2007,18.01.2008,17.02.2008,14.03.2008,,,,,13.05.2009,13.06.2009,14.07.2009,05.03.2010,23.03.2010
,Ostrata,Územní plán,Změna č. 1 ÚP Ostrata s prvky regulačního plánu,2888126002,05.06.2019,02.01.2018,03.02.2018,16.05.2018,,,,,21.07.2020,,,13.03.2024,30.03.2024
Osvračín,,Územní plán,Územní plán Osvračín,17101688,14.08.2003,,,,,,,,15.01.2009,,25.11.2009,28.04.2010,08.06.2010
,Osvračín,Územní plán,Změna č. 1 ÚP Osvračín,1710168802,03.02.2016,,,08.07.2016,,,,,07.11.2016,07.12.2016,18.01.2017,22.03.2017,07.04.2017
,Osvračín,Územní plán,Změna č. 2 ÚP Osvračín,1710168801,11.11.2019,,,18.08.2021,,,,,,,,,12.05.2023
Hroznatín,,Územní plán,Územní plán Hroznatín,4799617,12.03.2010,09.06.2010,,09.07.2010,,,,,28.04.2011,,13.06.2011,25.08.2011,06.10.2011
,Hroznatín,Územní plán,Změna č. 1 ÚP Hroznatín,4799617001,02.02.2012,20.04.2012,,07.09.2012,,,,,,,,,21.01.2015
,Hroznatín,Územní plán,Změna č. 2 ÚP Hroznatín,4799617002,,,,09.03.2018,,,,,,,,,02.01.2019
,Hroznatín,Územní plán,Změna č. 3 Územního plánu Hroznatín,973891953332,,,,08.04.2022,,,,,,,,,14.09.2024
Braškov,,Územní plán,Územní plán Braškov,19820804,22.06.2009,21.08.2009,,29.03.2010,,,,,,,,,10.07.2013
,Braškov,Územní plán,Změna č. 1,1982080401,16.01.2017,,,11.04.2017,,,,,,,,,04.09.2018
,Braškov,Územní plán,Změna č. 2 ÚP Braškov,973891950935,20.09.2021,,,20.09.2021,,,,,,,,,05.10.2022
,Braškov,Územní plán,Změna č. 3 ÚP Braškov,973891952110,19.06.2023,,,18.09.2023,,,,,,,,,08.10.2024
Veletiny,,Územní plán,Územní plán Veletiny,12936038,08.06.2006,17.05.2007,26.11.2007,19.09.2007,,,,25.09.2008,09.10.2008,12.06.2008,25.08.2009,29.03.2010,23.04.2010
,Veletiny,Územní plán,Změna č. 2 územního plánu Veletiny,1293603803,09.11.2020,30.09.2020,16.10.2020,09.11.2020,,,,21.03.2021,22.03.2021,03.05.2021,03.06.2021,28.06.2021,14.07.2021
,Veletiny,Územní plán,Změna č. 1 územního plánu Veletiny,1293603802,14.12.2015,12.10.2015,13.11.2015,14.12.2015,,,,,25.10.2017,12.12.2017,05.03.2018,29.04.2019,15.05.2019
Hvozd,,Územní plán,Územní plán obce Hvozd,7003421,19.05.2008,25.06.2008,,01.09.2008,,,,,19.05.2009,,21.09.2009,09.04.2010,27.04.2010
,Hvozd,Územní plán,Změna č. 1 ÚP Hvozd,973891953414,,,,24.05.2024,,,,,,,,,
Bohuňovice,,Územní plán,Územní plán Bohuňovice,38142031,20.04.2009,15.10.2009,,25.02.2010,,,,,08.02.2011,,07.10.2011,15.12.2011,31.12.2011
,Bohuňovice,Územní plán,Změna č. 1 ÚP Bohuňovice,3814203101,20.06.2019,,,20.06.2019,,,,,,,,,06.04.2020
,Bohuňovice,Územní plán,Změna č. 2 Územního plánu Bohuňovice,973891952611,,,,03.03.2022,,,,,,,,,
Ketkovice,,Územní plán,Územní plán Ketkovice,29117984,26.06.2009,19.02.2010,,23.04.2010,,,,12.10.2010,08.11.2010,29.07.2011,26.01.2011,22.09.2011,14.10.2011
,Ketkovice,Územní plán,Změna č.1 ÚP Ketkovice,973891951120,,,,31.10.2019,,,,22.08.2022,,,,04.05.2023,20.05.2023
,Ketkovice,Územní plán,Změna č.2 ÚP Ketkovice,973891951121,10.03.2022,,,12.05.2022,,,,22.08.2022,,,,04.05.2023,20.05.2023
Toužetín,,Územní plán,Územní plán Toužetín,34981936,02.02.2009,03.02.2010,,07.04.2010,,,,,12.05.2011,,27.07.2011,03.10.2011,02.11.2011
Bukovno,,Územní plán,Územní plán Bukovno,75712221,12.09.2007,02.12.2009,,28.04.2010,,,,,29.10.2010,,26.09.2011,15.05.2013,13.06.2013
,Bukovno,Územní plán,Změna č. 1,7571222101,18.12.2014,11.03.2015,,19.08.2015,,,,,26.02.2016,,13.04.2016,16.03.2017,03.04.2017
,Bukovno,Územní plán,Změna č. 2 ÚP Bukovno,7571222102,24.10.2017,15.12.2017,,28.02.2018,,,,,03.04.2018,,23.08.2018,18.12.2018,03.01.2019
Hradešín,,Územní plán obce,Územní plán obce Hradešín,96932618,,,,,,,,01.06.2006,01.07.2006,,27.11.2006,11.12.2006,29.12.2006
,Hradešín,Územní plán obce,Změna č. 1 ÚPO Hradešín,9693261801,21.01.2009,01.06.2009,,14.09.2009,,,,,23.03.2010,,02.07.2010,29.09.2010,15.10.2010
Radslavice,,Územní plán,Územní plán Radslavice,71162050,31.05.2006,10.05.2007,,17.10.2007,,,,,15.04.2008,,16.06.2008,19.11.2008,10.02.2009
,Radslavice,Územní plán,Změna č. 1 ÚP Radslavice,7116205001,,,,24.04.2019,,,,04.05.2020,18.05.2020,01.11.2021,,26.01.2022,17.02.2022
Chodov,,Územní plán,Územní plán Chodov,88538758,09.09.2010,22.10.2010,21.11.2010,10.12.2010,,,,06.08.2010,09.03.2011,,13.02.2012,22.03.2013,24.04.2013
Milínov,,Územní plán,Územní plán Milínov,3928775,29.10.2007,04.08.2008,,01.12.2008,,,,,17.05.2010,,23.07.2010,29.09.2010,15.10.2010
,Milínov,Územní plán,Změna č. 1 Územní plán Milínov,3928775003,19.06.2019,,,30.10.2019,,,,,,,,11.03.2020,04.06.2020
Bařice-Velké Těšany,,Územní plán,Územní plán Bařice - Velké Těšany,14283389,01.03.2011,04.11.2011,07.12.2011,19.01.2012,,,,10.07.2013,21.08.2013,10.12.2013,11.10.2013,19.05.2014,10.06.2014
,Bařice-Velké Těšany,Územní plán,Změna č.1 ÚP Bařice - Velké Těšany,1428338901,,,,14.09.2018,,,,04.03.2019,08.03.2019,26.04.2019,25.10.2019,16.12.2019,17.01.2020
Háje nad Jizerou,,Územní plán,Územní plán Háje nad Jizerou,6095523,29.04.2008,26.04.2010,,16.06.2010,,,,,17.02.2011,,22.06.2011,22.03.2012,07.04.2012
,Háje nad Jizerou,Územní plán,Změna č. 1 ÚP Háje nad jizerou,6095523001,11.12.2015,,,11.12.2015,,,,,,,,,14.07.2017
,Háje nad Jizerou,Územní plán,Změna č. 2 Územního plánu Háje nad Jizerou,6095523002,02.09.2021,,,02.09.2021,,,,,,,,,
,Háje nad Jizerou,Územní plán,Změna č. 3 Územního plánu Háje nad Jizerou,6095523003,18.02.2022,,,18.02.2022,,,,,,,,,24.11.2022
Spálov,,Územní plán,Územní plán Spálov,28861636,21.02.2008,26.11.2009,,29.04.2010,,25.03.2011,,,13.10.2011,,07.03.2012,02.07.2012,17.07.2012
,Spálov,Územní plán,ÚP Spálov - změna č. 1,2886163601,10.12.2019,,,10.12.2019,,,,,,,,,04.02.2021
Veselá,,Územní plán,Územní plán Veselá,22767276,26.09.2007,03.05.2010,,30.06.2010,,,,,13.04.2011,,02.08.2011,27.06.2012,13.07.2012
,Veselá,Územní plán,Změna č. 1 ÚP Veselá,2276727601,27.05.2016,,,27.05.2016,,,,,,,,,06.11.2018
,Veselá,Územní plán,Změna č. 2 Územního plánu Veselá,2276727602,30.10.2020,,,,,,,,,,,,
Benešov u Semil,,Územní plán,Územní plán Benešov u Semil,52613466,22.05.2007,20.03.2009,,14.05.2009,,,,,18.12.2009,,14.04.2010,23.09.2010,09.10.2010
,Benešov u Semil,Územní plán,Změna č.1 Územního plánu Benešov u Semil,5261346601,24.11.2016,,,29.06.2017,,,,,,,,,
Košťálov,,Územní plán,Územní plán Košťálov,41976565,16.04.2007,20.03.2009,,11.05.2009,,,,,10.11.2010,,12.03.2012,,20.12.2012
,Košťálov,Územní plán,Změna č. 1 ÚP Košťálov,4197656501,15.06.2015,,,10.08.2015,,,,,,,,,10.03.2016
,Košťálov,Územní plán,Změna č. 3 Územního plánu Košťálov,4197656503,01.04.2019,,,01.04.2019,,,,,,,,,21.12.2019
,Košťálov,Územní plán,Změna č. 2 ÚP Košťálov,4197656502,29.06.2016,,,19.12.2016,,,,,,,,,15.12.2018
,Košťálov,Územní plán,změna č. 4 Územního plánu Košťálov,4197656504,14.06.2021,,,14.06.2021,,,,,,,,,
,Košťálov,Územní plán,Změna č. 4a Územního plánu Košťálov,973891951128,14.06.2021,,,14.06.2021,,,,,,,,,29.07.2022
Bohaté Málkovice,,Územní plán,Územní plán Bohaté Málkovice,40061587,28.02.2008,03.10.2008,05.11.2008,,,,,01.05.2009,01.06.2009,15.07.2009,07.09.2009,18.06.2010,14.07.2010
Jílové u Prahy,,Územní plán obce,Územní plán města Jílové u Prahy,21563357,28.02.2000,01.02.2001,,23.10.2001,20.05.2002,01.06.2002,,29.04.2003,02.06.2003,,16.02.2004,18.02.2004,19.02.2004
,Jílové u Prahy,Územní plán obce,Změna č. 1 ÚPO Jílové u Prahy,2156335701,14.05.2007,29.08.2007,,17.12.2007,,,,,17.04.2008,,03.09.2008,15.12.2008,13.01.2009
,Jílové u Prahy,Územní plán obce,Změna č. 2 ÚPO Jílové u Prahy,2156335702,02.03.2009,30.04.2010,,12.07.2010,,,,,29.07.2010,,11.01.2011,29.06.2011,14.07.2011
,Jílové u Prahy,Územní plán obce,Změna č. 3 ÚPO Jílové u Prahy,2156335703,23.02.2015,,,23.05.2016,,,,,,,,,15.03.2017
,Jílové u Prahy,Územní plán obce,Změna č. 4 ÚPO Jílové u Prahy,2156335704,23.05.2016,,,31.10.2016,,,,,,,,,19.03.2019
,Jílové u Prahy,Územní plán obce,Změna č. 5 ÚP Jílové u Prahy,2156335705,28.01.2019,,,17.06.2019,,,,,,,,,08.10.2024
,Jílové u Prahy,Územní plán obce,Změna č. 3B ÚPO Jílové u Prahy,2156335706,23.02.2015,,,23.05.2016,,,,,,,,,30.07.2020
Předměřice nad Labem,,Územní plán,Územní plán Předměřice na Labem,57773554,04.06.2007,10.06.2008,,15.09.2008,,,,,08.01.2009,,01.02.2010,11.10.2010,27.10.2010
,Předměřice nad Labem,Územní plán,Změna č. 1 ÚP Předměřice nad Labem,5777355401,22.02.2016,,,10.07.2017,,,,,,,,,10.07.2024
Ktiš,,Územní plán,Územní plán Ktiš,17766971,30.04.2007,17.09.2007,26.10.2007,31.01.2008,,,,15.01.2009,17.02.2009,10.04.2009,31.03.2010,22.07.2010,05.08.2010
,Ktiš,Územní plán,Změna č. 2 ÚP Ktiš,1776697102,31.07.2012,25.06.2013,27.07.2013,16.10.2013,,,,15.10.2014,24.10.2014,13.01.2016,30.11.2015,10.02.2016,26.02.2016
,Ktiš,Územní plán,Změna č. 1 ÚP Ktiš,1776697101,22.09.2011,20.10.2011,21.11.2011,04.01.2012,,,,25.01.2012,30.01.2012,28.06.2012,23.04.2012,28.06.2012,17.07.2012
,Ktiš,Územní plán,Změna č.3 ÚP Ktiš,1776697103,31.07.2012,25.06.2013,27.07.2013,16.10.2013,,,,,24.10.2014,09.12.2015,19.10.2015,13.01.2016,29.01.2016
,Ktiš,Územní plán,Změna č.4 ÚP Ktiš,1776697104,06.12.2018,,,02.05.2019,,,,,28.06.2019,20.08.2019,27.08.2019,12.09.2019,28.09.2019
,Ktiš,Územní plán,Změna č.5 ÚP Ktiš,973891952863,01.12.2022,,,,,,,,04.10.2023,16.11.2023,12.12.2023,14.03.2024,02.04.2024
Bouzov,,Územní plán,Územní plán Bouzov,49999636,,15.01.2008,,31.03.2008,,,,07.01.2009,07.01.2009,,15.03.2010,30.06.2010,28.07.2010
,Bouzov,Územní plán,Změna č. 2 ÚP Bouzov,4999963602,30.09.2015,30.03.2016,,24.05.2016,,,,,09.02.2017,,,,08.05.2018
,Bouzov,Územní plán,Změna č. 1 ÚP Bouzov,4999963601,29.09.2011,18.09.2012,,12.12.2012,,,,,16.01.2014,,,24.06.2015,04.08.2015
,Bouzov,Územní plán,Změna č. 3 ÚP Bouzov,4999963603,24.03.2021,,,15.06.2022,,,,,,,,,04.05.2024
Přeckov,,Územní plán,Územní plán Přeckov,27410525,17.04.2009,15.03.2010,,31.05.2010,,,,,28.04.2011,,15.06.2011,10.05.2012,24.05.2012
Obora,,Územní plán,Územní plán Obora,55305117,26.03.2008,06.04.2010,10.05.2010,21.06.2010,,,,22.04.2011,25.05.2011,24.06.2011,24.08.2011,26.03.2012,04.05.2012
,Obora,Územní plán,Změna č. 1 ÚP Obora,973891952469,22.03.2023,,,21.06.2023,,,,,,,,,
Velhartice,,Územní plán,Územní plán Velhartice,33929080,24.05.2005,01.11.2006,,18.12.2006,,01.11.2007,01.07.2008,,01.09.2008,,12.02.2009,03.02.2010,22.02.2010
,Velhartice,Územní plán,Změna č. 2 ,3392908002,13.09.2018,15.05.2019,17.07.2019,,,,,,,19.11.2019,,,27.03.2020
,Velhartice,Územní plán,Změna č. 1 ÚP Velhartice,3392908001,30.05.2015,07.09.2015,,08.12.2015,,,,10.05.2016,,31.10.2016,,13.12.2016,31.12.2016
Družec,,Územní plán,Územní plán Družec,53319948,05.11.2008,22.02.2010,,11.08.2010,,,,,,,,,11.04.2014
,Družec,Územní plán,Změna č. 1,5331994801,15.12.2014,,,,,,,,,,,,25.11.2015
,Družec,Územní plán,Změna č. 2,5331994802,15.12.2014,16.03.2015,,04.06.2015,,,,,15.10.2015,,07.12.2015,05.05.2016,21.05.2016
,Družec,Územní plán,změna č. 3 ÚP Družec,5331994803,18.03.2021,,,08.06.2022,,,,,,,,,16.03.2024
Lázně Libverda,,Územní plán,Územní plán Lázně Libverda,73177736,,02.05.2008,,04.09.2008,,17.06.2009,,,22.01.2010,,18.05.2010,19.07.2010,04.08.2010
,Lázně Libverda,Územní plán,Změna č.3 ÚP Lázně Libverda,7317773603,14.09.2016,,,24.04.2017,,,,,,,,,16.03.2018
,Lázně Libverda,Územní plán,Změna č. 4 Územního plánu Lázně Libverda,7317773604,31.05.2021,,,,,,,,,,,,12.01.2022
,Lázně Libverda,Územní plán,Změna č. 1 ÚP Lázně Libverda,7317773601,03.06.2011,,,23.07.2012,,,,,,,,,03.06.2014
,Lázně Libverda,Územní plán,Změna č.2 ÚP Lázně Libverda,7317773602,24.04.2014,,,27.04.2015,,,,,,,,,10.11.2015
Radhošť,,Územní plán,Územní plán Radhošť,74261110,14.12.2009,24.05.2010,,25.01.2010,,,,,07.06.2011,,29.08.2011,26.10.2011,12.11.2011
Rybníček,,Územní plán,Územní plán Rybníček,6794376,,10.05.2007,,13.06.2007,,,,,16.12.2008,,01.04.2009,07.09.2009,25.09.2009
,Rybníček,Územní plán,Změna č.1 ÚP Rybníček,973891950529,17.06.2021,,,16.09.2021,,,,,,,,28.05.2024,13.06.2024
Pustá Polom,,Územní plán,Územní plán Pustá Polom,66588556,,04.11.2009,,17.12.2009,,,,,21.07.2010,,21.12.2010,23.02.2011,14.03.2011
,Pustá Polom,Územní plán,ÚP Pustá Polom - změna č. 1,6658855604,21.09.2015,,,02.05.2016,,,,,,,,,27.12.2017
Hlubočec,,Územní plán,Územní plán Hlubočec,89182679,30.03.2009,10.12.2009,,25.01.2010,,,,,16.08.2010,,22.09.2011,15.11.2011,02.12.2011
,Hlubočec,Územní plán,ÚP Hlubočec - změna č. 1,8918267901,16.04.2012,,,16.04.2015,,,,,,,,,05.10.2016
Hodslavice,,Územní plán,Územní plán Hodslavice,75243776,04.02.2009,28.08.2013,,20.02.2014,,,,,,,,,10.09.2021
,Hodslavice,Územní plán,ÚP Hodslavice - změna č. 1,973891952656,13.12.2022,,,13.12.2022,,,,,,,,,22.12.2023
Třebětice,,Územní plán,Územní plán Třebětice,85386293,09.03.2009,14.05.2009,19.06.2009,19.11.2009,,,,17.09.2010,17.09.2010,09.08.2011,14.02.2011,01.09.2011,16.09.2011
Hazlov,,Územní plán,Územní plán Hazlov,77352540,31.01.2008,01.07.2010,,30.09.2010,,,,31.12.2010,19.11.2012,,18.05.2021,12.09.2022,15.10.2022
,Hazlov,Územní plán,Změna č. 1,973891952103,13.09.2023,,,13.09.2023,,,,,04.02.2025,,,,
Česká Bříza,,Územní plán,Územní plán Česká Bříza,62446230,14.06.2007,11.07.2007,17.08.2007,,,,,03.09.2009,29.09.2009,10.03.2010,12.01.2010,07.06.2010,23.06.2010
,Česká Bříza,Územní plán,Změna č. 1 ÚP Česká Bříza,6244623001,14.03.2016,,,,,,,,,,,18.12.2019,21.01.2020
Nové Sady,,Územní plán,Územní plán Nové Sady,70780145,28.02.2007,16.06.2008,08.08.2008,26.08.2008,,,,,11.06.2009,13.04.2011,27.07.2010,31.08.2011,30.09.2011
Olšany,,Územní plán,Územní plán Olšany,82218568,21.02.2007,05.03.2008,21.04.2008,25.06.2008,,,,,04.03.2009,,02.02.2010,04.08.2010,20.08.2010
,Olšany,Územní plán,Změna č.2 ÚP Olšany,8221856802,21.05.2019,,,12.06.2019,,,,,24.10.2019,04.12.2019,,22.04.2020,14.05.2020
,Olšany,Územní plán,Změna č. 1 ÚP Olšany,8221856801,16.01.2013,,,15.05.2013,,,,,30.01.2014,,,10.09.2014,07.10.2014
,Olšany,Územní plán,Změna č.3 ÚP Olšany,8221856803,04.08.2021,,,,,,,,,,,23.02.2022,11.03.2022
Zelená Hora,,Územní plán,Územní plán Zelená Hora,68952577,12.03.2007,12.02.2010,,10.05.2010,,,,,22.11.2010,,08.08.2011,28.11.2011,16.12.2011
,Zelená Hora,Územní plán,Změna č. 1 ÚP Zelená Hora,973891950517,,,,09.12.2020,,,,,,,,19.10.2022,04.11.2022
,Zelená Hora,Územní plán,Změna č. 2 ÚP Zelená Hora,973891953393,13.12.2023,,,13.12.2023,,,,,,,,04.09.2024,20.09.2024
Kozojídky,,Územní plán,Územní plán Kozojídky,79659669,01.12.2010,24.02.2011,11.04.2011,15.06.2011,,,,,21.12.2011,12.06.2012,23.04.2012,08.08.2012,24.08.2012
Peruc,,Územní plán,Územní plán Peruc,57923525,17.06.2009,20.04.2011,,11.07.2011,,,,,10.11.2011,,18.10.2016,07.06.2019,25.06.2019
Kolešovice,,Územní plán obce,Územní plán obce Kolešovice,29909915,,,,,,,,,,,,01.10.2001,
,Kolešovice,Územní plán obce,Změna č. 1 ÚPO Kolešovice,2990991501,01.07.2005,16.09.2005,,13.02.2006,,,,28.02.2006,16.03.2006,,18.07.2006,16.08.2006,01.09.2006
Žabovřesky,,Územní plán,Územní plán Žabovřesky,30031985,09.05.2007,17.03.2010,,08.06.2010,,,,,03.05.2012,,,28.11.2016,15.12.2016
,Žabovřesky,Územní plán,Změna č. 1,3003198501,02.06.2020,,,,,,,,14.08.2020,,21.10.2020,11.11.2020,30.11.2020
,Žabovřesky,Územní plán,Změna č. 2,3003198502,17.12.2020,,,,,,,,11.02.2021,,23.04.2021,29.04.2021,20.05.2021
,Žabovřesky,Územní plán,Změna č. 3,973891950458,10.03.2022,,,,,,,,,,,,03.11.2022
Velké Žernoseky,,Územní plán,Územní plán Velké Žernoseky,35123843,06.08.2009,17.02.2010,,17.06.2010,,,,,,,,,13.06.2014
,Velké Žernoseky,Územní plán,Změna č. 1 ÚP Velké Žernoseky,3512384301,20.06.2014,,,17.03.2016,,,,,,,,,03.10.2017
,Velké Žernoseky,Územní plán,Změna č. 2 ÚP Velké Žernoseky,973891950910,10.11.2021,,,10.11.2021,,,,,,,,,24.01.2023
Chvalkovice,,Územní plán,Územní plán Chvalkovice,90819947,01.12.2008,10.03.2009,14.04.2009,15.04.2009,,,,01.10.2009,05.11.2009,05.01.2010,21.04.2010,15.06.2010,07.07.2010
,Chvalkovice,Územní plán,Změna č. 1 ÚP Chvalkovice,973891953318,,,,13.09.2023,,,,08.01.2025,03.02.2025,18.02.2025,,,
Sedlečko u Soběslavě,,Územní plán,Územní plán Sedlečko u Soběslavě,11265201,23.11.2006,28.06.2007,,24.08.2007,,,,,29.10.2009,,19.03.2010,12.05.2010,27.05.2010
,Sedlečko u Soběslavě,Územní plán,Změna č. 1 ÚP Sedlečko u Soběslavě,1126520101,12.11.2012,,,12.11.2012,,,,,,,,,08.03.2013
,Sedlečko u Soběslavě,Územní plán,Změna č. 2 ÚP Sedlečko u Soběslavě,1126520102,21.02.2013,,,08.07.2013,,,,,,,,,27.08.2014
,Sedlečko u Soběslavě,Územní plán,Změna č. 3 ÚP Sedlečko u Soběslavě,1126520103,21.02.2013,,,,,,,,,,,,30.12.2014
,Sedlečko u Soběslavě,Územní plán,Změna č. 4  ÚP Sedlečko u Soběslavě,1126520104,29.03.2014,,,11.08.2014,,,,,,,,,02.03.2016
,Sedlečko u Soběslavě,Územní plán,Změna č. 5 ÚP Sedlečko u Soběslavě,1126520105,08.04.2019,,,,,,,,,,,,29.10.2019
,Sedlečko u Soběslavě,Územní plán,Změna č. 7 ÚP Sedlečko u Soběslavě,973891952570,30.06.2022,,,,,,,,,,,,07.11.2023
Roudné,,Územní plán,Územní plán Roudné,25323123,17.06.2010,20.08.2010,,07.10.2010,,,,,29.06.2012,,21.12.2012,30.06.2014,15.07.2014
,Roudné,Územní plán,Změna č. 2,2532312301,20.10.2016,,,16.02.2017,,,,,,,,,03.04.2019
,Roudné,Územní plán,Změna č. 1,2532312303,20.10.2016,,,20.10.2016,,,,,,,,,28.05.2019
,Roudné,Územní plán,Změna č. 3 územního plánu Roudné,973891953778,17.04.2023,,,17.04.2023,,,,,,,,,12.07.2024
,Roudné,Územní plán,Změna č. 4 územního plánu Roudné,973891953779,17.04.2023,,,17.04.2023,,,,,,,,,17.07.2024
,Roudné,Územní plán,Změna č. 5 územního plánu Roudné,973891953780,17.04.2023,,,17.04.2023,,,,,,,,,18.07.2024
Vápenný Podol,,Územní plán,Územní plán Vápenný Podol,58893984,25.06.2010,25.08.2010,,,,,,,02.05.2011,,22.08.2011,09.12.2011,05.01.2012
,Vápenný Podol,Územní plán,Změna č. 1 ÚP Vápenný Podol,5889398401,,,,04.12.2020,,,,,,,,,02.10.2021
Dolní Hořice,,Územní plán,Územní plán Dolní Hořice,99322144,16.03.2010,03.11.2010,,10.12.2010,,,,,21.09.2011,,31.08.2012,,22.01.2014
,Dolní Hořice,Územní plán,Změna č. 2 ÚP Dolní Hořice,9932214402,,,,15.03.2018,,,,,,,,,10.07.2018
,Dolní Hořice,Územní plán,Změna č. 3 ÚP Dolní Hořice,9932214403,,,,27.05.2021,,,,,12.06.2021,,18.08.2021,,11.09.2021
,Dolní Hořice,Územní plán,Změna č. 1 ÚP Dolní Hořice,9932214401,,,,12.03.2015,,,,,24.09.2015,,21.12.2015,23.06.2016,18.07.2016
,Dolní Hořice,Územní plán,Změna č. 4 ÚP Dolní Hořice,973891950602,21.04.2022,,,21.04.2022,,,,,,,,,17.11.2022
Bor,,Územní plán,Územní plán Bor,30013675,26.09.2007,08.09.2008,,28.01.2009,,,,,07.09.2009,,28.04.2010,30.06.2010,02.08.2010
,Bor,Územní plán,Změna č. 1 ÚP Bor,3001367501,21.09.2011,23.10.2012,20.12.2012,30.01.2013,,,,,30.12.2013,,,25.06.2014,28.07.2014
,Bor,Územní plán,Změna č. 3 ÚP Bor,3001367505,30.09.2015,13.02.2017,01.04.2017,26.04.2017,,,,15.06.2018,13.11.2017,19.04.2018,22.05.2018,27.06.2018,25.07.2018
,Bor,Územní plán,Změna č. 2 ÚP Bor,3001367503,26.06.2013,10.02.2015,30.05.2015,29.06.2015,,,,,,,,28.06.2017,12.08.2017
,Bor,Územní plán,Změna č. 4 ÚP Bor,3001367502,,14.10.2020,,30.09.2020,,,,23.09.2021,24.09.2021,11.09.2023,03.08.2023,18.10.2023,28.02.2024
Křižanovice u Vyškova,,Územní plán,Územní plán Křižanovice u Vyškova,39437502,,,,22.12.2006,,,,,28.11.2007,,14.04.2008,24.03.2010,16.04.2010
,Křižanovice u Vyškova,Územní plán,Změna č. 1 ÚP Křižanovice u Vyškova,3943750201,,27.03.2018,26.04.2018,06.06.2018,,,,,21.08.2019,30.09.2019,07.11.2019,11.12.2019,02.01.2020
Košíky,,Územní plán,Územní plán Košíky,21184940,17.09.2009,11.01.2010,,18.03.2010,,,,02.05.2011,05.05.2011,,05.08.2011,15.12.2011,31.12.2011
Luková,,Územní plán,Územní plán Luková,7954044,23.02.2010,30.11.2010,,20.01.2011,,,,,24.07.2012,,20.12.2012,19.06.2013,18.07.2013
,Luková,Územní plán,Změna č. 1 ÚP Luková,7954044001,04.06.2015,,,16.08.2018,,,,,,,,,23.06.2020
,Luková,Územní plán,Změna č. 2 ÚP Luková,973891950437,16.03.2022,,,29.06.2022,,,,,,,,,
Vranov,,Územní plán,Územní plán Vranov,94431702,17.12.2007,05.11.2009,19.01.2010,29.03.2010,,,,26.03.2012,25.04.2012,17.09.2012,26.11.2012,03.11.2016,01.12.2016
